t,MV,PV,DV
6.200000000000000000e+01,5.000000000000000000e+01,4.475000000000000000e+01,3.000000000000000000e+01
6.300000000000000000e+01,5.000000000000000000e+01,4.478000000000000114e+01,3.000000000000000000e+01
6.400000000000000000e+01,5.000000000000000000e+01,4.478000000000000114e+01,3.000000000000000000e+01
6.500000000000000000e+01,5.000000000000000000e+01,4.503999999999999915e+01,3.000000000000000000e+01
6.600000000000000000e+01,5.000000000000000000e+01,4.503999999999999915e+01,3.000000000000000000e+01
6.700000000000000000e+01,5.000000000000000000e+01,4.507000000000000028e+01,3.000000000000000000e+01
6.800000000000000000e+01,5.000000000000000000e+01,4.507000000000000028e+01,3.000000000000000000e+01
6.900000000000000000e+01,5.000000000000000000e+01,4.532999999999999829e+01,3.000000000000000000e+01
7.000000000000000000e+01,5.000000000000000000e+01,4.539000000000000057e+01,3.000000000000000000e+01
7.100000000000000000e+01,5.000000000000000000e+01,4.539000000000000057e+01,3.000000000000000000e+01
7.200000000000000000e+01,5.000000000000000000e+01,4.546000000000000085e+01,3.000000000000000000e+01
7.300000000000000000e+01,5.000000000000000000e+01,4.571000000000000085e+01,3.000000000000000000e+01
7.400000000000000000e+01,5.000000000000000000e+01,4.571000000000000085e+01,3.000000000000000000e+01
7.500000000000000000e+01,5.000000000000000000e+01,4.571000000000000085e+01,3.000000000000000000e+01
7.600000000000000000e+01,5.000000000000000000e+01,4.571000000000000085e+01,3.000000000000000000e+01
7.700000000000000000e+01,5.000000000000000000e+01,4.571000000000000085e+01,3.000000000000000000e+01
7.800000000000000000e+01,5.000000000000000000e+01,4.581000000000000227e+01,3.000000000000000000e+01
7.900000000000000000e+01,5.000000000000000000e+01,4.596999999999999886e+01,3.000000000000000000e+01
8.000000000000000000e+01,5.000000000000000000e+01,4.593999999999999773e+01,3.000000000000000000e+01
8.100000000000000000e+01,5.000000000000000000e+01,4.603999999999999915e+01,3.000000000000000000e+01
8.200000000000000000e+01,5.000000000000000000e+01,4.603999999999999915e+01,3.000000000000000000e+01
8.300000000000000000e+01,5.000000000000000000e+01,4.603999999999999915e+01,3.000000000000000000e+01
8.400000000000000000e+01,5.000000000000000000e+01,4.607000000000000028e+01,3.000000000000000000e+01
8.500000000000000000e+01,5.000000000000000000e+01,4.620000000000000284e+01,3.000000000000000000e+01
8.600000000000000000e+01,5.000000000000000000e+01,4.625999999999999801e+01,3.000000000000000000e+01
8.700000000000000000e+01,5.000000000000000000e+01,4.635999999999999943e+01,3.000000000000000000e+01
8.800000000000000000e+01,5.000000000000000000e+01,4.635999999999999943e+01,3.000000000000000000e+01
8.900000000000000000e+01,5.000000000000000000e+01,4.635999999999999943e+01,3.000000000000000000e+01
9.000000000000000000e+01,5.000000000000000000e+01,4.639000000000000057e+01,3.000000000000000000e+01
9.100000000000000000e+01,5.000000000000000000e+01,4.649000000000000199e+01,3.000000000000000000e+01
9.200000000000000000e+01,5.000000000000000000e+01,4.649000000000000199e+01,3.000000000000000000e+01
9.300000000000000000e+01,5.000000000000000000e+01,4.667999999999999972e+01,3.000000000000000000e+01
9.400000000000000000e+01,5.000000000000000000e+01,4.667999999999999972e+01,3.000000000000000000e+01
9.500000000000000000e+01,5.000000000000000000e+01,4.667999999999999972e+01,3.000000000000000000e+01
9.600000000000000000e+01,5.000000000000000000e+01,4.667999999999999972e+01,3.000000000000000000e+01
9.700000000000000000e+01,5.000000000000000000e+01,4.667999999999999972e+01,3.000000000000000000e+01
9.800000000000000000e+01,5.000000000000000000e+01,4.667999999999999972e+01,3.000000000000000000e+01
9.900000000000000000e+01,5.000000000000000000e+01,4.667999999999999972e+01,3.000000000000000000e+01
1.000000000000000000e+02,5.000000000000000000e+01,4.667999999999999972e+01,3.000000000000000000e+01
1.010000000000000000e+02,5.000000000000000000e+01,4.667999999999999972e+01,3.000000000000000000e+01
1.020000000000000000e+02,5.000000000000000000e+01,4.681000000000000227e+01,3.000000000000000000e+01
1.030000000000000000e+02,5.000000000000000000e+01,4.681000000000000227e+01,3.000000000000000000e+01
1.040000000000000000e+02,5.000000000000000000e+01,4.696999999999999886e+01,3.000000000000000000e+01
