t,MV,PV,DV
2.910000000000000000e+02,1.000000000000000000e+01,4.281000000000000227e+01,5.000000000000000000e+01
2.920000000000000000e+02,1.000000000000000000e+01,4.252000000000000313e+01,5.000000000000000000e+01
2.930000000000000000e+02,1.000000000000000000e+01,4.249000000000000199e+01,5.000000000000000000e+01
2.940000000000000000e+02,1.000000000000000000e+01,4.249000000000000199e+01,5.000000000000000000e+01
2.950000000000000000e+02,1.000000000000000000e+01,4.249000000000000199e+01,5.000000000000000000e+01
2.960000000000000000e+02,1.000000000000000000e+01,4.242999999999999972e+01,5.000000000000000000e+01
2.970000000000000000e+02,1.000000000000000000e+01,4.229999999999999716e+01,5.000000000000000000e+01
2.980000000000000000e+02,1.000000000000000000e+01,4.217000000000000171e+01,5.000000000000000000e+01
2.990000000000000000e+02,1.000000000000000000e+01,4.222999999999999687e+01,5.000000000000000000e+01
3.000000000000000000e+02,1.000000000000000000e+01,4.217000000000000171e+01,5.000000000000000000e+01
3.010000000000000000e+02,1.000000000000000000e+01,4.217000000000000171e+01,5.000000000000000000e+01
3.020000000000000000e+02,1.000000000000000000e+01,4.217000000000000171e+01,5.000000000000000000e+01
3.030000000000000000e+02,1.000000000000000000e+01,4.200999999999999801e+01,5.000000000000000000e+01
3.040000000000000000e+02,1.000000000000000000e+01,4.200999999999999801e+01,5.000000000000000000e+01
3.050000000000000000e+02,1.000000000000000000e+01,4.188000000000000256e+01,5.000000000000000000e+01
3.060000000000000000e+02,1.000000000000000000e+01,4.185000000000000142e+01,5.000000000000000000e+01
3.070000000000000000e+02,1.000000000000000000e+01,4.175000000000000000e+01,5.000000000000000000e+01
3.080000000000000000e+02,1.000000000000000000e+01,4.161999999999999744e+01,5.000000000000000000e+01
3.090000000000000000e+02,1.000000000000000000e+01,4.161999999999999744e+01,5.000000000000000000e+01
3.100000000000000000e+02,1.000000000000000000e+01,4.156000000000000227e+01,5.000000000000000000e+01
3.110000000000000000e+02,1.000000000000000000e+01,4.152000000000000313e+01,5.000000000000000000e+01
3.120000000000000000e+02,1.000000000000000000e+01,4.152000000000000313e+01,5.000000000000000000e+01
3.130000000000000000e+02,1.000000000000000000e+01,4.127000000000000313e+01,5.000000000000000000e+01
3.140000000000000000e+02,1.000000000000000000e+01,4.149000000000000199e+01,5.000000000000000000e+01
3.150000000000000000e+02,1.000000000000000000e+01,4.152000000000000313e+01,5.000000000000000000e+01
3.160000000000000000e+02,1.000000000000000000e+01,4.107000000000000028e+01,5.000000000000000000e+01
3.170000000000000000e+02,1.000000000000000000e+01,4.110000000000000142e+01,5.000000000000000000e+01
3.180000000000000000e+02,1.000000000000000000e+01,4.152000000000000313e+01,5.000000000000000000e+01
3.190000000000000000e+02,1.000000000000000000e+01,4.152000000000000313e+01,5.000000000000000000e+01
3.200000000000000000e+02,1.000000000000000000e+01,4.129999999999999716e+01,5.000000000000000000e+01
3.210000000000000000e+02,1.000000000000000000e+01,4.120000000000000284e+01,5.000000000000000000e+01
3.220000000000000000e+02,1.000000000000000000e+01,4.122999999999999687e+01,5.000000000000000000e+01
3.230000000000000000e+02,1.000000000000000000e+01,4.120000000000000284e+01,5.000000000000000000e+01
3.240000000000000000e+02,1.000000000000000000e+01,4.120000000000000284e+01,5.000000000000000000e+01
3.250000000000000000e+02,1.000000000000000000e+01,4.114000000000000057e+01,5.000000000000000000e+01
3.260000000000000000e+02,1.000000000000000000e+01,4.120000000000000284e+01,5.000000000000000000e+01
3.270000000000000000e+02,1.000000000000000000e+01,4.120000000000000284e+01,5.000000000000000000e+01
3.280000000000000000e+02,1.000000000000000000e+01,4.107000000000000028e+01,5.000000000000000000e+01
3.290000000000000000e+02,1.000000000000000000e+01,4.100999999999999801e+01,5.000000000000000000e+01
3.300000000000000000e+02,1.000000000000000000e+01,4.088000000000000256e+01,5.000000000000000000e+01
3.310000000000000000e+02,1.000000000000000000e+01,4.088000000000000256e+01,5.000000000000000000e+01
3.320000000000000000e+02,1.000000000000000000e+01,4.088000000000000256e+01,5.000000000000000000e+01
3.330000000000000000e+02,1.000000000000000000e+01,4.088000000000000256e+01,5.000000000000000000e+01
3.340000000000000000e+02,1.000000000000000000e+01,4.088000000000000256e+01,5.000000000000000000e+01
3.350000000000000000e+02,1.000000000000000000e+01,4.081000000000000227e+01,5.000000000000000000e+01
3.360000000000000000e+02,1.000000000000000000e+01,4.064999999999999858e+01,5.000000000000000000e+01
3.370000000000000000e+02,1.000000000000000000e+01,4.064999999999999858e+01,5.000000000000000000e+01
3.380000000000000000e+02,1.000000000000000000e+01,4.059000000000000341e+01,5.000000000000000000e+01
3.390000000000000000e+02,1.000000000000000000e+01,4.056000000000000227e+01,5.000000000000000000e+01
3.400000000000000000e+02,1.000000000000000000e+01,4.056000000000000227e+01,5.000000000000000000e+01
3.410000000000000000e+02,1.000000000000000000e+01,4.056000000000000227e+01,5.000000000000000000e+01
3.420000000000000000e+02,1.000000000000000000e+01,4.056000000000000227e+01,5.000000000000000000e+01
3.430000000000000000e+02,1.000000000000000000e+01,4.039999999999999858e+01,5.000000000000000000e+01
3.440000000000000000e+02,1.000000000000000000e+01,4.032999999999999829e+01,5.000000000000000000e+01
3.450000000000000000e+02,1.000000000000000000e+01,4.035999999999999943e+01,5.000000000000000000e+01
3.460000000000000000e+02,1.000000000000000000e+01,4.029999999999999716e+01,5.000000000000000000e+01
3.470000000000000000e+02,1.000000000000000000e+01,4.017000000000000171e+01,5.000000000000000000e+01
3.480000000000000000e+02,1.000000000000000000e+01,4.017000000000000171e+01,5.000000000000000000e+01
3.490000000000000000e+02,1.000000000000000000e+01,3.942999999999999972e+01,5.000000000000000000e+01
3.500000000000000000e+02,1.000000000000000000e+01,3.978000000000000114e+01,5.000000000000000000e+01
3.510000000000000000e+02,1.000000000000000000e+01,4.017000000000000171e+01,5.000000000000000000e+01
3.520000000000000000e+02,1.000000000000000000e+01,4.010999999999999943e+01,5.000000000000000000e+01
3.530000000000000000e+02,1.000000000000000000e+01,3.997999999999999687e+01,5.000000000000000000e+01
3.540000000000000000e+02,1.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
3.550000000000000000e+02,1.000000000000000000e+01,4.022999999999999687e+01,5.000000000000000000e+01
3.560000000000000000e+02,1.000000000000000000e+01,4.022999999999999687e+01,5.000000000000000000e+01
3.570000000000000000e+02,1.000000000000000000e+01,3.997999999999999687e+01,5.000000000000000000e+01
3.580000000000000000e+02,1.000000000000000000e+01,3.997999999999999687e+01,5.000000000000000000e+01
3.590000000000000000e+02,1.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
3.600000000000000000e+02,1.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
3.610000000000000000e+02,1.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
3.620000000000000000e+02,1.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
3.630000000000000000e+02,1.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
3.640000000000000000e+02,1.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
3.650000000000000000e+02,1.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
3.660000000000000000e+02,1.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
3.670000000000000000e+02,1.000000000000000000e+01,3.988000000000000256e+01,5.000000000000000000e+01
3.680000000000000000e+02,1.000000000000000000e+01,3.982000000000000028e+01,5.000000000000000000e+01
3.690000000000000000e+02,1.000000000000000000e+01,3.978000000000000114e+01,5.000000000000000000e+01
3.700000000000000000e+02,1.000000000000000000e+01,3.978000000000000114e+01,5.000000000000000000e+01
3.710000000000000000e+02,1.000000000000000000e+01,3.968999999999999773e+01,5.000000000000000000e+01
3.720000000000000000e+02,1.000000000000000000e+01,3.982000000000000028e+01,5.000000000000000000e+01
3.730000000000000000e+02,1.000000000000000000e+01,3.982000000000000028e+01,5.000000000000000000e+01
3.740000000000000000e+02,1.000000000000000000e+01,3.975000000000000000e+01,5.000000000000000000e+01
3.750000000000000000e+02,1.000000000000000000e+01,3.964999999999999858e+01,5.000000000000000000e+01
3.760000000000000000e+02,1.000000000000000000e+01,3.959000000000000341e+01,5.000000000000000000e+01
3.770000000000000000e+02,1.000000000000000000e+01,3.959000000000000341e+01,5.000000000000000000e+01
3.780000000000000000e+02,1.000000000000000000e+01,3.959000000000000341e+01,5.000000000000000000e+01
