t,MV,PV,DV
2.700000000000000000e+01,5.000000000000000000e+01,3.475999999999999801e+01,7.000000000000000000e+01
2.800000000000000000e+01,5.000000000000000000e+01,3.471999999999999886e+01,7.000000000000000000e+01
2.900000000000000000e+01,5.000000000000000000e+01,3.475999999999999801e+01,7.000000000000000000e+01
3.000000000000000000e+01,5.000000000000000000e+01,3.475999999999999801e+01,7.000000000000000000e+01
3.100000000000000000e+01,5.000000000000000000e+01,3.475999999999999801e+01,7.000000000000000000e+01
3.200000000000000000e+01,5.000000000000000000e+01,3.475999999999999801e+01,7.000000000000000000e+01
3.300000000000000000e+01,5.000000000000000000e+01,3.475999999999999801e+01,7.000000000000000000e+01
3.400000000000000000e+01,5.000000000000000000e+01,3.475999999999999801e+01,7.000000000000000000e+01
3.500000000000000000e+01,5.000000000000000000e+01,3.485000000000000142e+01,7.000000000000000000e+01
3.600000000000000000e+01,5.000000000000000000e+01,3.488000000000000256e+01,7.000000000000000000e+01
3.700000000000000000e+01,5.000000000000000000e+01,3.507999999999999829e+01,7.000000000000000000e+01
3.800000000000000000e+01,5.000000000000000000e+01,3.507999999999999829e+01,7.000000000000000000e+01
3.900000000000000000e+01,5.000000000000000000e+01,3.507999999999999829e+01,7.000000000000000000e+01
4.000000000000000000e+01,5.000000000000000000e+01,3.507999999999999829e+01,7.000000000000000000e+01
4.100000000000000000e+01,5.000000000000000000e+01,3.510999999999999943e+01,7.000000000000000000e+01
4.200000000000000000e+01,5.000000000000000000e+01,3.521000000000000085e+01,7.000000000000000000e+01
4.300000000000000000e+01,5.000000000000000000e+01,3.536999999999999744e+01,7.000000000000000000e+01
4.400000000000000000e+01,5.000000000000000000e+01,3.539999999999999858e+01,7.000000000000000000e+01
4.500000000000000000e+01,5.000000000000000000e+01,3.539999999999999858e+01,7.000000000000000000e+01
4.600000000000000000e+01,5.000000000000000000e+01,3.542999999999999972e+01,7.000000000000000000e+01
4.700000000000000000e+01,5.000000000000000000e+01,3.553000000000000114e+01,7.000000000000000000e+01
4.800000000000000000e+01,5.000000000000000000e+01,3.563000000000000256e+01,7.000000000000000000e+01
4.900000000000000000e+01,5.000000000000000000e+01,3.571999999999999886e+01,7.000000000000000000e+01
5.000000000000000000e+01,5.000000000000000000e+01,3.571999999999999886e+01,7.000000000000000000e+01
5.100000000000000000e+01,5.000000000000000000e+01,3.571999999999999886e+01,7.000000000000000000e+01
5.200000000000000000e+01,5.000000000000000000e+01,3.585000000000000142e+01,7.000000000000000000e+01
5.300000000000000000e+01,5.000000000000000000e+01,3.595000000000000284e+01,7.000000000000000000e+01
5.400000000000000000e+01,5.000000000000000000e+01,3.603999999999999915e+01,7.000000000000000000e+01
5.500000000000000000e+01,5.000000000000000000e+01,3.600999999999999801e+01,7.000000000000000000e+01
5.600000000000000000e+01,5.000000000000000000e+01,3.603999999999999915e+01,7.000000000000000000e+01
5.700000000000000000e+01,5.000000000000000000e+01,3.607999999999999829e+01,7.000000000000000000e+01
5.800000000000000000e+01,5.000000000000000000e+01,3.603999999999999915e+01,7.000000000000000000e+01
5.900000000000000000e+01,5.000000000000000000e+01,3.610999999999999943e+01,7.000000000000000000e+01
6.000000000000000000e+01,5.000000000000000000e+01,3.610999999999999943e+01,7.000000000000000000e+01
6.100000000000000000e+01,5.000000000000000000e+01,3.614000000000000057e+01,7.000000000000000000e+01
6.200000000000000000e+01,5.000000000000000000e+01,3.627000000000000313e+01,7.000000000000000000e+01
6.300000000000000000e+01,5.000000000000000000e+01,3.636999999999999744e+01,7.000000000000000000e+01
6.400000000000000000e+01,5.000000000000000000e+01,3.636999999999999744e+01,7.000000000000000000e+01
6.500000000000000000e+01,5.000000000000000000e+01,3.646000000000000085e+01,7.000000000000000000e+01
6.600000000000000000e+01,5.000000000000000000e+01,3.656000000000000227e+01,7.000000000000000000e+01
6.700000000000000000e+01,5.000000000000000000e+01,3.668999999999999773e+01,7.000000000000000000e+01
6.800000000000000000e+01,5.000000000000000000e+01,3.668999999999999773e+01,7.000000000000000000e+01
6.900000000000000000e+01,5.000000000000000000e+01,3.671999999999999886e+01,7.000000000000000000e+01
7.000000000000000000e+01,5.000000000000000000e+01,3.668999999999999773e+01,7.000000000000000000e+01
7.100000000000000000e+01,5.000000000000000000e+01,3.671999999999999886e+01,7.000000000000000000e+01
7.200000000000000000e+01,5.000000000000000000e+01,3.682000000000000028e+01,7.000000000000000000e+01
7.300000000000000000e+01,5.000000000000000000e+01,3.697999999999999687e+01,7.000000000000000000e+01
7.400000000000000000e+01,5.000000000000000000e+01,3.700999999999999801e+01,7.000000000000000000e+01
7.500000000000000000e+01,5.000000000000000000e+01,3.700999999999999801e+01,7.000000000000000000e+01
7.600000000000000000e+01,5.000000000000000000e+01,3.700999999999999801e+01,7.000000000000000000e+01
7.700000000000000000e+01,5.000000000000000000e+01,3.703999999999999915e+01,7.000000000000000000e+01
7.800000000000000000e+01,5.000000000000000000e+01,3.732999999999999829e+01,7.000000000000000000e+01
7.900000000000000000e+01,5.000000000000000000e+01,3.732999999999999829e+01,7.000000000000000000e+01
8.000000000000000000e+01,5.000000000000000000e+01,3.732999999999999829e+01,7.000000000000000000e+01
8.100000000000000000e+01,5.000000000000000000e+01,3.732999999999999829e+01,7.000000000000000000e+01
8.200000000000000000e+01,5.000000000000000000e+01,3.736999999999999744e+01,7.000000000000000000e+01
8.300000000000000000e+01,5.000000000000000000e+01,3.765999999999999659e+01,7.000000000000000000e+01
8.400000000000000000e+01,5.000000000000000000e+01,3.765999999999999659e+01,7.000000000000000000e+01
8.500000000000000000e+01,5.000000000000000000e+01,3.765999999999999659e+01,7.000000000000000000e+01
8.600000000000000000e+01,5.000000000000000000e+01,3.768999999999999773e+01,7.000000000000000000e+01
8.700000000000000000e+01,5.000000000000000000e+01,3.775000000000000000e+01,7.000000000000000000e+01
8.800000000000000000e+01,5.000000000000000000e+01,3.790999999999999659e+01,7.000000000000000000e+01
8.900000000000000000e+01,5.000000000000000000e+01,3.797999999999999687e+01,7.000000000000000000e+01
9.000000000000000000e+01,5.000000000000000000e+01,3.797999999999999687e+01,7.000000000000000000e+01
9.100000000000000000e+01,5.000000000000000000e+01,3.800999999999999801e+01,7.000000000000000000e+01
9.200000000000000000e+01,5.000000000000000000e+01,3.817000000000000171e+01,7.000000000000000000e+01
9.300000000000000000e+01,5.000000000000000000e+01,3.829999999999999716e+01,7.000000000000000000e+01
9.400000000000000000e+01,5.000000000000000000e+01,3.829999999999999716e+01,7.000000000000000000e+01
9.500000000000000000e+01,5.000000000000000000e+01,3.829999999999999716e+01,7.000000000000000000e+01
9.600000000000000000e+01,5.000000000000000000e+01,3.829999999999999716e+01,7.000000000000000000e+01
9.700000000000000000e+01,5.000000000000000000e+01,3.836999999999999744e+01,7.000000000000000000e+01
9.800000000000000000e+01,5.000000000000000000e+01,3.849000000000000199e+01,7.000000000000000000e+01
9.900000000000000000e+01,5.000000000000000000e+01,3.861999999999999744e+01,7.000000000000000000e+01
1.000000000000000000e+02,5.000000000000000000e+01,3.859000000000000341e+01,7.000000000000000000e+01
1.010000000000000000e+02,5.000000000000000000e+01,3.861999999999999744e+01,7.000000000000000000e+01
1.020000000000000000e+02,5.000000000000000000e+01,3.865999999999999659e+01,7.000000000000000000e+01
1.030000000000000000e+02,5.000000000000000000e+01,3.865999999999999659e+01,7.000000000000000000e+01
1.040000000000000000e+02,5.000000000000000000e+01,3.871999999999999886e+01,7.000000000000000000e+01
1.050000000000000000e+02,5.000000000000000000e+01,3.865999999999999659e+01,7.000000000000000000e+01
1.060000000000000000e+02,5.000000000000000000e+01,3.865999999999999659e+01,7.000000000000000000e+01
1.070000000000000000e+02,5.000000000000000000e+01,3.875000000000000000e+01,7.000000000000000000e+01
1.080000000000000000e+02,5.000000000000000000e+01,3.875000000000000000e+01,7.000000000000000000e+01
1.090000000000000000e+02,5.000000000000000000e+01,3.885000000000000142e+01,7.000000000000000000e+01
1.100000000000000000e+02,5.000000000000000000e+01,3.885000000000000142e+01,7.000000000000000000e+01
1.110000000000000000e+02,5.000000000000000000e+01,3.890999999999999659e+01,7.000000000000000000e+01
1.120000000000000000e+02,5.000000000000000000e+01,3.888000000000000256e+01,7.000000000000000000e+01
1.130000000000000000e+02,5.000000000000000000e+01,3.895000000000000284e+01,7.000000000000000000e+01
1.140000000000000000e+02,5.000000000000000000e+01,3.890999999999999659e+01,7.000000000000000000e+01
1.150000000000000000e+02,5.000000000000000000e+01,3.895000000000000284e+01,7.000000000000000000e+01
1.160000000000000000e+02,5.000000000000000000e+01,3.895000000000000284e+01,7.000000000000000000e+01
1.170000000000000000e+02,5.000000000000000000e+01,3.895000000000000284e+01,7.000000000000000000e+01
1.180000000000000000e+02,5.000000000000000000e+01,3.895000000000000284e+01,7.000000000000000000e+01
1.190000000000000000e+02,5.000000000000000000e+01,3.895000000000000284e+01,7.000000000000000000e+01
1.200000000000000000e+02,5.000000000000000000e+01,3.895000000000000284e+01,7.000000000000000000e+01
1.210000000000000000e+02,5.000000000000000000e+01,3.897999999999999687e+01,3.000000000000000000e+01
1.220000000000000000e+02,5.000000000000000000e+01,3.927000000000000313e+01,3.000000000000000000e+01
1.230000000000000000e+02,5.000000000000000000e+01,3.924000000000000199e+01,3.000000000000000000e+01
1.240000000000000000e+02,5.000000000000000000e+01,3.927000000000000313e+01,3.000000000000000000e+01
1.250000000000000000e+02,5.000000000000000000e+01,3.927000000000000313e+01,3.000000000000000000e+01
1.260000000000000000e+02,5.000000000000000000e+01,3.927000000000000313e+01,3.000000000000000000e+01
1.270000000000000000e+02,5.000000000000000000e+01,3.927000000000000313e+01,3.000000000000000000e+01
1.280000000000000000e+02,5.000000000000000000e+01,3.927000000000000313e+01,3.000000000000000000e+01
1.290000000000000000e+02,5.000000000000000000e+01,3.929999999999999716e+01,3.000000000000000000e+01
1.300000000000000000e+02,5.000000000000000000e+01,3.927000000000000313e+01,3.000000000000000000e+01
1.310000000000000000e+02,5.000000000000000000e+01,3.935999999999999943e+01,3.000000000000000000e+01
1.320000000000000000e+02,5.000000000000000000e+01,3.946000000000000085e+01,3.000000000000000000e+01
1.330000000000000000e+02,5.000000000000000000e+01,3.946000000000000085e+01,3.000000000000000000e+01
1.340000000000000000e+02,5.000000000000000000e+01,3.959000000000000341e+01,3.000000000000000000e+01
1.350000000000000000e+02,5.000000000000000000e+01,3.959000000000000341e+01,3.000000000000000000e+01
1.360000000000000000e+02,5.000000000000000000e+01,3.959000000000000341e+01,3.000000000000000000e+01
1.370000000000000000e+02,5.000000000000000000e+01,3.959000000000000341e+01,3.000000000000000000e+01
1.380000000000000000e+02,5.000000000000000000e+01,3.959000000000000341e+01,3.000000000000000000e+01
1.390000000000000000e+02,5.000000000000000000e+01,3.959000000000000341e+01,3.000000000000000000e+01
1.400000000000000000e+02,5.000000000000000000e+01,3.961999999999999744e+01,3.000000000000000000e+01
1.410000000000000000e+02,5.000000000000000000e+01,3.964999999999999858e+01,3.000000000000000000e+01
1.420000000000000000e+02,5.000000000000000000e+01,3.968999999999999773e+01,3.000000000000000000e+01
1.430000000000000000e+02,5.000000000000000000e+01,3.964999999999999858e+01,3.000000000000000000e+01
1.440000000000000000e+02,5.000000000000000000e+01,3.982000000000000028e+01,3.000000000000000000e+01
1.450000000000000000e+02,5.000000000000000000e+01,3.982000000000000028e+01,3.000000000000000000e+01
1.460000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.470000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.480000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.490000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.500000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.510000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.520000000000000000e+02,5.000000000000000000e+01,4.000999999999999801e+01,3.000000000000000000e+01
1.530000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.540000000000000000e+02,5.000000000000000000e+01,3.997999999999999687e+01,3.000000000000000000e+01
1.550000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.560000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.570000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.580000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.590000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.600000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.610000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.620000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.630000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,3.000000000000000000e+01
1.640000000000000000e+02,5.000000000000000000e+01,4.000999999999999801e+01,3.000000000000000000e+01
1.650000000000000000e+02,5.000000000000000000e+01,4.007000000000000028e+01,3.000000000000000000e+01
